,essay,error,message,frase
8326,867,0,,"Milhões de brasileiros saem às ruas reivindicando soluções ao governo em relação ao aumento da tarifa do transporte público e em relação à falta de investimento dos governantes em prol da segurança, educação e saúde."
8327,867,0,,"É possível dizer que a população brasileira realmente acordou, e a democracia está ainda mais em vigor , pois com todas estas manifestações os políticos foram submetidos de uma forma vagarosa a cumprir o que a população reivindica a tanto tempo."
8328,867,0,,"Em qualquer cartaz ou pronunciamento, as manifestações condenam firmemente os grandes gastos efetuados com os preparativos para a copa do mundo , que esta sendo exclusivamente o centro das atenções, enquanto questões como hospitais hiper lotados sem infraestrutura alguma, falta de segurança nas ruas e a má qualidade de ensino, são presenciados diariamente no decorrer de todos os anos, sem melhora ou importância alguma da parte governamental."
8329,867,0,,"Além disso, é importante lembrar que tais manifestações estão gerando grande orgulho e honra a democracia brasileira, mas o que não esta sendo positivo é a violência cometida por parte de alguns manifestantes."
8330,867,0,,"Tais indivíduos, infelizmente vão às ruas para depredar o patrimônio publico e para iniciar confrontos com a polícia, gerando inúmeros acidentes e prejuízos incontáveis para a própria população, pois tudo o que é depredado no país, é simplesmente descontado de cada cidadão brasileiro por meio dos impostos, sendo algo negativo ao país."
8331,867,1,Comma separating Subject from predicate; ,"A copa do mundo sediada no Brasil, com certeza gerará muitos empregos, mas, com tanta evolução mundial, não é possível mais presenciar pessoas morrendo em hospitais por falta de profissionais, cidadãos honestos sendo roubados e assassinados a todo momento e precariedade no ensino publico ."
8332,867,0,,"Portanto, deve haver cada vez mais manifestações pacificas enquanto o governo não tomar as medidas e atitudes necessárias, pois um país como o Brasil necessita de muitos investimentos em educação, saúde e segurança, que são sempre camuflados e deixados por último pelos políticos."
8333,868,0,,"Queremos um país de primeiro mundo, queremos mais saúde, melhor educação, qualidade de vida, sim queremos."
8334,868,0,,"Mas como conseguir, como chamar a atenção do poder executivo e principalmente como chamar a atenção uns dos outros?"
8335,868,1,Missing comma between the 'aposto'; ,"Sim  tivemos primeiro que descobrir que a união faz a força, que juntos poderíamos tentar, sonhar com um país mais digno, digno do seu povo aguerrido e bravo, povo que batalha todos os dias, cada um a  sua forma, cada um com seus anseios!"
8336,868,0,,"Uns buscando a realização profissional, outros a realização de uma família, uns apenas lutando pra viver, e o mais fantástico de tudo isso é que todos se uniram por um só objetivo  a MUDANÇA, mudar para melhor."
8337,868,0,,"Sei que falamos aqui muito das pessoas e até agora não citamos nada prático, talvez por pensarmos que a maior mudança esteja realmente nas pessoas, com todas essas manifestações vamos buscar em nós mesmos e no próximo sempre o melhor, fazer sempre o certo, somos o espelho do que queremos no poder, então a mudança começa por nós."
8338,868,1,Comma separating Subject from predicate; ,"Portanto, o primeiro passo já foi dado, mostramos que é preciso mudar o rumo do nosso país, mudar os valores, investir o dinheiro da maneira correta iniciando pelos serviços básicos, saúde, educação, segurança,  transporte."
8339,868,2,Comma separating Subject from predicate; Missing comma between the 'aposto'; ,"Priorizar essas necessidades é dever, sempre soubemos disso, o que muda depois de todas essas manifestações, é realmente a percepção de que estamos mais perto do que imaginamos de ver um resultado mais que positivo, que ficara sim na memória e nos corações de cada brasileiro, pois estando ou não no meio das gigantes manifestações, o gigante acordou dentro de cada um de nós."
8340,869,1,Comma separating Subject from predicate; ,"Para se tornar um país com democracia como forma de governo, o Brasil passou por muitas lutas, e mesmo com essa conquista a atual geração de brasileiros nos últimos anos não consideram que seu país esteja em uma democracia justa."
8341,869,1,Comma separating Subject from predicate; ,"Vale lembrar que o real significado de democracia é o poder nas mãos do povo, para que ela seja eficiente é preciso que de alguma forma a população decida seu próprio destino."
8342,869,0,,"Sabe-se que o que vigora hoje no país é a democracia representativa, ou seja, através do voto, os cidadãos escolhem seus representantes, que uma vez eleitos tomarão as decisões em nome do povo ."
8343,869,0,,"Isto não significa que este deve estar sempre satisfeito com estas decisões, e é nesta situação que o Brasil se encontra atualmente,  milhares de pessoas insatisfeitas se levantam para protestar e reivindicar seus direitos."
8344,869,0,,"Exceto a minoria composta por vândalos que destroem o patrimônio público e privado no momento das manifestações, todos estão corretos."
8345,869,0,,"Por ter demorado tanto para protestar o povo tem um acumulo de reclamações, e um certo estranhamento, mas contudo,  os brasileiros não praticavam política tão bem assim há muitos anos."
8346,869,0,,"Existe um grande contraste,  por um lado parte dos brasileiros comemora gols na copa das confederações, e por outro uma multidão é extremamente contraria ao uso do dinheiro público no evento."
8347,869,0,,"É impossível que um país inteiro tenha a mesma opinião, a verdade é que a estratégia do pão e circo usada na Roma antiga tem funcionado no Brasil com o futebol e estratégias do governo para dar dinheiro a famílias de baixa renda sem incentivar e educação e o trabalho."
8348,869,1,Comma separating Subject from predicate; ,"De forma alguma os protestos serão em vão, já é possível ver resultados, neste momento é muito importante que o povo saiba o que quer e lute até que consiga."
8349,869,0,,Mas milhões de pessoas nas ruas nunca irão substituir o voto consciente.
8350,869,0,,"Num país grande como o Brasil não há como uma democracia direta ter sucesso, se os representantes tomarem as decisões certas o povo só vai precisar  ?"
8351,869,0,,ir para a rua?
8352,869,0,,no dia do voto .
8353,869,1,Comma separating Subject from predicate; ,"Antes que tudo saia do controle, os governantes devem ouvir o povo, concertar o que há de errado e falar claramente sobre o que é possível e o que é impossível para o país no momento."
8354,869,0,,"Todos sabem que o Brasil é o sétimo país mais rico do mundo, porém, existem milhares de brasileiros que vivem na miséria."
8355,869,0,,"Como políticos podem ignorar isso se o slogan político do Brasil é ""um país rico é um país sem pobreza""?"
8356,869,1,Comma separating Subject from predicate; ,"Esta é a hora do povo não tolerar mentiras, e dos políticos não encobrirem suas falhas."
8357,870,1,Missing comma between the 'aposto'; ,“VERÁS QUE UM FILHO TEU NÃO FOGE À LUTA”.
8358,870,0,,Este  foi alguns dos lemas que motivou toda a nação brasileira nos últimos dias a irem para as ruas reivindicar melhorias para nosso País .
8359,870,0,,"Começando pelo pedido de redução das tarifas do transporte público, principalmente nos Estados de São Paulo e Rio de Janeiro."
8360,870,0,,Dando início assim a uma grande manifestação que se estendeu por todo o País .
8361,870,0,,"Após o começo dessa manifestação pacífica, o povo brasileiro quis mais, logo veio à sede de um País sem corrupção onde a Saúde e a Educação merece mais atenção que estádios feitos para Copa das Confederações e Copa do Mundo, tiveram também o pedido de rejeição da PEC (37)  que estava na mira dos protestos e muitas outras questões impostas."
8362,870,0,,Mas será que já conseguimos alguma melhoria para o nosso País com essas manifestações?
8363,870,0,,Finalmente os cidadãos do nosso País não se calaram diante de seus direitos.
8364,870,2,Comma separating Subject from predicate; Missing comma between the 'aposto'; ,"Em algumas cidades os prefeitos já se posicionaram e decidiram então reduzir as tarifas dos transportes públicos, houve também a rejeição da PEC (37)  pela Câmara dos Deputados e isso já é uma grande vitória para nós."
8365,870,0,,"As manifestações não pararam, pretendendo assim mostrar que o povo brasileiro cansou e grita contra a impunidade."
8366,870,0,,"E para que o Brasil seja considerado “Um País de todos” ainda existem muitas questões a serem resolvidas, e principalmente,  temos que ser levado a sério pelos nossos dirigentes."
8367,871,0,,É notório: o Brasil é um país rico e está entre os dez maiores do mundo.
8368,871,0,,"Apesar disso, não se encontra nos serviços públicos dessa nação um espelho de tanta riqueza."
8369,871,0,,"E como  se não soubesse disso há tempos, a população, enfim, resolveu acordar."
8370,871,1,Missing comma between the 'aposto'; ,"Com uma enorme onda de protestos que se espalharam de norte a sul, o povo clama em uma só voz: SOCORRO!"
8371,871,0,,"Não conseguimos mais viver com tanta hipocrisia, falta de respeito e corrupção."
8372,871,0,,"Em meio a esse cenário de protestos, o que todos querem saber é quais serão os novos rumos do país."
8373,871,0,,"É evidente que algumas vitórias já foram alcançadas, uma vez que as tarifas de ônibus foram reduzidas nas principais cidades brasileiras, e na grande Goiânia foi implantado o passe livre."
8374,871,0,,Mas os cidadãos aproveitaram tal movimento para pedir um basta à corrupção e exigir serviços públicos de qualidade.
8375,871,0,,"E mais: nossos governantes, pelo menos alguma parte deles, sentindo-se encurralados e começaram a agir."
