essay|error|message|frase
1223|xml:95|Os artigos concordam com o substantivo a que se referem.| Na minha opinião o que falta hoje em dia para quem não tem acesso as tecnologias (computador)  é a ''autonomia'' que é um fator importantíssimo para os jovem de classe baixa, nas escolas publicas os jovem na maioria das vez  são manipulados pelos pais a estudar, porem isso não influi nada, só querem saber da nota (não tirar vermelho), não estão nem ai para o que se desenvolver, como por exemplo um ''grêmio escolar'', que seria importantíssimo para qualquer escola
1223|xml:95|Os artigos concordam com o substantivo a que se referem.| Na minha opinião o que falta hoje em dia para quem não tem acesso as tecnologias (computador)  é a ''autonomia'' que é um fator importantíssimo para os jovem de classe baixa, nas escolas publicas os jovem na maioria das vez  são manipulados pelos pais a estudar, porem isso não influi nada, só querem saber da nota (não tirar vermelho), não estão nem ai para o que se desenvolver, como por exemplo um ''grêmio escolar'', que seria importantíssimo para qualquer escola
1223|xml:95|Os artigos concordam com o substantivo a que se referem.| Na minha opinião o que falta hoje em dia para quem não tem acesso as tecnologias (computador)  é a ''autonomia'' que é um fator importantíssimo para os jovem de classe baixa, nas escolas publicas os jovem na maioria das vez  são manipulados pelos pais a estudar, porem isso não influi nada, só querem saber da nota (não tirar vermelho), não estão nem ai para o que se desenvolver, como por exemplo um ''grêmio escolar'', que seria importantíssimo para qualquer escola
1223|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.| Na minha opinião o que falta hoje em dia para quem não tem acesso as tecnologias (computador)  é a ''autonomia'' que é um fator importantíssimo para os jovem de classe baixa, nas escolas publicas os jovem na maioria das vez  são manipulados pelos pais a estudar, porem isso não influi nada, só querem saber da nota (não tirar vermelho), não estão nem ai para o que se desenvolver, como por exemplo um ''grêmio escolar'', que seria importantíssimo para qualquer escola
1223|repetition:DUPLICATED_TOKEN|Repetição de palavras.| Na minha opinião o que falta hoje em dia para quem não tem acesso as tecnologias (computador)  é a ''autonomia'' que é um fator importantíssimo para os jovem de classe baixa, nas escolas publicas os jovem na maioria das vez  são manipulados pelos pais a estudar, porem isso não influi nada, só querem saber da nota (não tirar vermelho), não estão nem ai para o que se desenvolver, como por exemplo um ''grêmio escolar'', que seria importantíssimo para qualquer escola
1223|xml:117|Verificou-se erro de concordância entre o sujeito e o verbo.|As redes sociais são um grande fator para o mobilizar dos adolescentes como todo professor fala; os alunos tem que estudar em casa, o uso das redes sociais para os ''estudos'', vem crescendo a cada dia mais
1223|repetition:DUPLICATED_TOKEN|Repetição de palavras.|As redes sociais são um grande fator para o mobilizar dos adolescentes como todo professor fala; os alunos tem que estudar em casa, o uso das redes sociais para os ''estudos'', vem crescendo a cada dia mais
1223|xml:117|Verificou-se erro de concordância entre o sujeito e o verbo.|Essas coisas tem uma certa produtividade negativa, para quem não tem o apoio da ''família boa'', para que as trocas de informações sejam de bons usos , a educação no brasil tem também uma parcela de contribuição, por que a educação e família são as duas coisas a serem pensados melhores,  tanto na parte do ''governo'' quanto na ''sociedade''
1223|repetition:DUPLICATED_TOKEN|Repetição de palavras.|Essas coisas tem uma certa produtividade negativa, para quem não tem o apoio da ''família boa'', para que as trocas de informações sejam de bons usos , a educação no brasil tem também uma parcela de contribuição, por que a educação e família são as duas coisas a serem pensados melhores,  tanto na parte do ''governo'' quanto na ''sociedade''
1223|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Essas coisas tem uma certa produtividade negativa, para quem não tem o apoio da ''família boa'', para que as trocas de informações sejam de bons usos , a educação no brasil tem também uma parcela de contribuição, por que a educação e família são as duas coisas a serem pensados melhores,  tanto na parte do ''governo'' quanto na ''sociedade''
1223|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Essas coisas tem uma certa produtividade negativa, para quem não tem o apoio da ''família boa'', para que as trocas de informações sejam de bons usos , a educação no brasil tem também uma parcela de contribuição, por que a educação e família são as duas coisas a serem pensados melhores,  tanto na parte do ''governo'' quanto na ''sociedade''
1223|repetition:DUPLICATED_TOKEN|Repetição de palavras.|Essas coisas tem uma certa produtividade negativa, para quem não tem o apoio da ''família boa'', para que as trocas de informações sejam de bons usos , a educação no brasil tem também uma parcela de contribuição, por que a educação e família são as duas coisas a serem pensados melhores,  tanto na parte do ''governo'' quanto na ''sociedade''
1224|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Movimentos sociais não são se não,  interesses comuns entre várias pessoas gritando por mudança, exigindo-a de quem tem o poder para movimentar o círculo da história social
1224|xml:118|Verificou-se erro de concordância entre o sujeito e o verbo.| O que leva os amotinados de pessoas a saírem nas ruas é uma revolta gritante dentro da sociedade, uma irritabilidade com um fator social que não muda, são choques de princípios sociais
1224|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|  Os protestos feitos na USP foram de  motivos nada convincentes e, mais, a primeira forma de revolta foi a agressão
1226|xml:114|Os determinantes concordam com o substantivo a que se referem.| Hoje a democracia da esse direito com o apoio que recebem nas escolas, nos meios de comunicações o nosso pais ta precisando disso de jovens pra lutar por tantas questoes, política , desigualdade, misseria , saude Eles nao sao homens de amaha sao homens de hoje e a cada dia que passa as dificulidade vem crecendo em todos os aspectos
1226|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Hoje a democracia da esse direito com o apoio que recebem nas escolas, nos meios de comunicações o nosso pais ta precisando disso de jovens pra lutar por tantas questoes, política , desigualdade, misseria , saude Eles nao sao homens de amaha sao homens de hoje e a cada dia que passa as dificulidade vem crecendo em todos os aspectos
1226|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Hoje a democracia da esse direito com o apoio que recebem nas escolas, nos meios de comunicações o nosso pais ta precisando disso de jovens pra lutar por tantas questoes, política , desigualdade, misseria , saude Eles nao sao homens de amaha sao homens de hoje e a cada dia que passa as dificulidade vem crecendo em todos os aspectos
1227|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Um fato que aconteceu atualmente foi às questões do “Enem” Vazarão, trazendo grande indignação para os estudantes, eles não se conformaram e se reuniram em pró de fazer uma manifestação, se pintando e caracterizando-se de trajes de palhaços para ironizar a falta de organização , de fato conseguiram o que buscavam, as anulações de determinadas questões 
1227|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Se não estivessem , corrido atrás, o resultando poderia ser lamentável para eles
1227|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Gritam, protestam, fazem palestras, cartazes até resolver as questões momentâneas, e não ficam paradas ,porque se não o tempo passa e o que eles almejam vai sendo aniquilados , correm risco em nome da liberdade
1227|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.| Gritam, protestam, fazem palestras, cartazes até resolver as questões momentâneas, e não ficam paradas ,porque se não o tempo passa e o que eles almejam vai sendo aniquilados , correm risco em nome da liberdade
1228|xml:124|O adjetivo na função de predicativo concorda com o sujeito.|A política é o campo em que é socialmente aceitável que o jovem exponha a sua tão inacreditável onisciência: a política está sempre errada e ?todo mundo sabe disso?
1228|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|A política é o campo em que é socialmente aceitável que o jovem exponha a sua tão inacreditável onisciência: a política está sempre errada e ?todo mundo sabe disso?
1228|xml:117|Verificou-se erro de concordância entre o sujeito e o verbo.| Se não fossem as manifestações populares não teria havido a Revolução Francesa, nem tampouco a queda da ditadura brasileira
1229|xml:124|O adjetivo na função de predicativo concorda com o sujeito.|Com o avanço das redes sociais nem é mais necessário o encontro pessoal para organizarmos greves e manifestações - o lado positivo é a maior dinâmica e participação em grande escala de tais atos
1229|xml:124|O adjetivo na função de predicativo concorda com o sujeito.| A atual presença dos jovens brasileiros em questões do futuro da nação é um progresso para uma sociedade antes estigmatizada no comodismo de âmbito geral e no sentimento de que nada vai mudar
1230|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Contudo,  os inimigos desses movimentos estudantis não acabaram com o fim da ditadura militar, apenas são outros
1231|xml:91|"Alguns nomes regem a preposição ""a"", logo há crase aqui."|Para que se alcance a satisfação da população é preciso que todos tenham acesso as decisões tomadas pelos governos, infelizmente não é o que acontece
1231|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Para que cotenha tais reinvindicações , é preciso, em decreto do governo, rever as leis e pesá-las com as críticas,  e assim realmente atender às necessidades sociais, não é certeza que as manifestações obtenham sucesso, mas garante uma visibilidade a rozões as quetões  englobadas
1231|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Para que cotenha tais reinvindicações , é preciso, em decreto do governo, rever as leis e pesá-las com as críticas,  e assim realmente atender às necessidades sociais, não é certeza que as manifestações obtenham sucesso, mas garante uma visibilidade a rozões as quetões  englobadas
1231|space:EXTRA_BETWEEN_WORDS|Excesso de espaços entre as palavras.|Para que cotenha tais reinvindicações , é preciso, em decreto do governo, rever as leis e pesá-las com as críticas,  e assim realmente atender às necessidades sociais, não é certeza que as manifestações obtenham sucesso, mas garante uma visibilidade a rozões as quetões  englobadas
1232|space:EXTRA_BEFORE_RIGHT_PUNCT|Excesso de espaço antes de símbolo.|Manifestações não são uma realidade exclusiva da juventude do século XXI ? apesar de terem se intensificado neste século -, movimentos em prol de melhorias em vários setores da sociedade são comuns na história do Brasil, como por exemplo o movimento dos ?caras-pintadas? que pedia, em 1992, o impeachment do presidente Fernando Collor, tendo como frase uma só palavra que expressava a força e a indignação da juventude da época ? Fora!Hoje, as manifestações populares tornaram-se uma ferramenta indispensável para uma sociedade que está em constante reivindicação por segurança, educação, saúde etc
